roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out
88806,1594018,2,5126137,1,0,375,5
88806,1594019,3,5126142,1,0,290,5
88806,1594020,4,5126147,1,0,160,3
88806,1594021,5,5126150,1,0,440,4
88806,1594022,6,5126154,1,0,400,4
88806,1594023,7,5126158,1,0,500,5
88806,1594024,8,5126163,1,0,500,5
88806,1594025,9,5126168,1,0,360,6
88806,1594026,10,5126174,1,0,490,4
88806,1594027,11,5126178,1,0,400,4
88806,1594028,12,5126182,1,0,440,5
88806,1594029,13,5126187,1,0,150,4
88806,1594030,14,5126191,1,0,330,4
88806,1594031,15,5126195,1,0,200,3
88806,1594032,16,5126198,1,0,330,3
88806,1594033,17,5126201,1,0,215,3
88806,1594034,18,5126204,1,0,400,4
88880,1595349,1,5130765,1,0,375,4
88880,1595350,2,5130770,1,0,349,4
88880,1595351,3,5130774,1,0,331,4
88880,1595352,4,5130778,1,0,155,3
88880,1595353,5,5130781,1,0,525,6
88880,1595354,6,5130787,1,0,345,4
88880,1595355,7,5130791,1,0,180,3
88880,1595356,8,5130794,1,0,495,5
88880,1595357,9,5130799,1,0,387,6
88880,1595358,10,5130805,1,0,360,5
88880,1595359,11,5130810,1,0,420,5
88880,1595360,12,5130815,1,0,435,5
88880,1595361,13,5130820,1,0,525,4
88880,1595362,14,5130824,1,0,346,4
88880,1595363,15,5130828,1,0,170,3
88880,1595364,16,5130831,1,0,570,7
88880,1595365,17,5130838,1,0,180,4
88880,1595366,18,5130842,1,0,430,3
89075,1598859,1,5142883,1,0,550,5
89075,1598860,2,5142888,1,0,440,4
89075,1598861,3,5142892,1,0,439,4
89075,1598862,4,5142896,1,0,378,5
89075,1598863,5,5142901,1,0,401,4
89075,1598864,6,5142905,1,0,183,3
89075,1598865,7,5142908,1,0,425,4
89075,1598866,8,5142912,1,0,208,3
89075,1598867,9,5142915,1,0,460,4
89075,1598868,10,5142919,1,0,429,4
89075,1598869,11,5142923,1,0,380,4
89075,1598870,12,5142927,1,0,389,4
89075,1598871,13,5142931,1,0,168,3
89075,1598872,14,5142934,1,0,438,4
89075,1598873,15,5142938,1,0,559,5
89075,1598874,16,5142943,1,0,218,4
89075,1598875,17,5142947,1,0,413,5
